date,avg_pick_rate,avg_accuracy_pct,avg_dock_util_pct,total_orders,unique_workers,labor_productivity,pick_rate_target,accuracy_target
2023-02-13,62.01469463358516,95.63682844932845,66.66666666666666,217,20,10.85,45,97
2023-02-14,55.1357024092998,95.9209656084656,50.0,163,20,8.15,45,97
2023-02-15,63.12483692654865,96.11111111111111,62.5,189,20,9.45,45,97
2023-02-16,65.99841098329196,98.34401709401709,75.0,194,21,9.238095238095237,45,97
2023-02-17,66.02450405734454,95.09946072446071,70.83333333333334,195,18,10.833333333333334,45,97
2023-02-18,70.08531921949908,97.34953703703702,41.66666666666667,205,18,11.38888888888889,45,97
2023-02-19,61.86205715544668,97.14120370370371,66.66666666666666,173,20,8.65,45,97
2023-02-20,59.90182371208429,94.37500000000001,58.333333333333336,205,21,9.761904761904763,45,97
2023-02-21,61.90821594739865,96.01025132275133,79.16666666666666,189,17,11.117647058823529,45,97
2023-02-22,64.09338277946603,99.01620370370371,62.5,193,19,10.157894736842104,45,97
2023-02-23,63.368292386520004,95.08267195767198,58.333333333333336,205,18,11.38888888888889,45,97
2023-02-24,63.434676473984645,98.00925925925927,75.0,198,18,11.0,45,97
2023-02-25,63.965055830063726,96.6501322751323,87.5,181,18,10.055555555555555,45,97
2023-02-26,63.36651160506171,96.29298941798942,62.5,195,21,9.285714285714286,45,97
2023-02-27,63.9254432389446,96.5112433862434,62.5,197,19,10.368421052631579,45,97
2023-02-28,61.70470318180366,89.239417989418,79.16666666666666,172,19,9.052631578947368,45,97
2023-03-01,62.66192001174172,96.24158249158249,75.0,185,21,8.80952380952381,45,97
2023-03-02,65.59605003271169,96.61044973544973,41.66666666666667,190,20,9.5,45,97
2023-03-03,58.625768750524436,95.0,83.33333333333334,187,18,10.38888888888889,45,97
2023-03-04,60.8239709546146,93.9649470899471,66.66666666666666,187,17,11.0,45,97
2023-03-05,65.74589133516338,96.50943963443964,70.83333333333334,215,18,11.944444444444445,45,97
2023-03-06,63.694660757048645,97.25168350168349,79.16666666666666,205,18,11.38888888888889,45,97
2023-03-07,64.12035820181775,96.97999338624338,62.5,220,20,11.0,45,97
2023-03-08,65.0643623239821,94.12202380952381,79.16666666666666,176,22,8.0,45,97
2023-03-09,66.08449528434078,97.08333333333331,79.16666666666666,197,17,11.588235294117647,45,97
2023-03-10,63.7224586887509,95.27943121693121,50.0,189,20,9.45,45,97
2023-03-11,67.2915875820252,96.66305916305916,66.66666666666666,177,21,8.428571428571429,45,97
2023-03-12,55.31604274203113,93.90707671957671,66.66666666666666,208,20,10.4,45,97
2023-03-13,59.91849342712084,97.56734006734007,70.83333333333334,187,17,11.0,45,97
2023-03-14,62.66546797902311,93.6309523809524,62.5,177,18,9.833333333333334,45,97
2023-03-15,59.28688227646372,95.76869889369888,58.333333333333336,193,21,9.19047619047619,45,97
2023-03-16,66.61749785359426,98.10004810004811,70.83333333333334,184,19,9.68421052631579,45,97
2023-03-17,59.4673275016065,96.14583333333333,75.0,200,21,9.523809523809524,45,97
2023-03-18,60.36467306242119,94.51058201058203,66.66666666666666,176,18,9.777777777777779,45,97
2023-03-19,66.075861923374,96.21843434343434,58.333333333333336,224,18,12.444444444444445,45,97
2023-03-20,56.10008210517558,87.35434704184705,62.5,185,23,8.043478260869565,45,97
2023-03-21,62.08084826432215,94.77513227513228,50.0,150,16,9.375,45,97
2023-03-22,59.74966713981063,95.44934640522875,79.16666666666666,178,21,8.476190476190476,45,97
2023-03-23,62.84852935350705,99.30555555555554,66.66666666666666,202,18,11.222222222222221,45,97
2023-03-24,61.945185822873945,95.52218614718616,83.33333333333334,188,16,11.75,45,97
2023-03-25,66.87879786798375,96.70304232804234,70.83333333333334,183,19,9.631578947368421,45,97
2023-03-26,64.253471095825,94.73836756924993,54.166666666666664,199,22,9.045454545454545,45,97
2023-03-27,66.74660349696113,98.33333333333334,75.0,197,21,9.380952380952381,45,97
2023-03-28,61.93522045511278,96.10088985088986,75.0,183,19,9.631578947368421,45,97
2023-03-29,62.0628224697609,96.5838443963444,70.83333333333334,186,22,8.454545454545455,45,97
2023-03-30,67.80808953497758,97.45370370370371,62.5,188,20,9.4,45,97
2023-03-31,65.75109361094289,95.02314814814815,66.66666666666666,196,17,11.529411764705882,45,97
2023-04-01,66.5127642991219,96.24503968253968,70.83333333333334,208,18,11.555555555555555,45,97
2023-04-02,61.24820376764663,91.90791847041847,70.83333333333334,196,19,10.31578947368421,45,97
2023-04-03,64.21519427561488,97.08333333333333,70.83333333333334,209,19,11.0,45,97
2023-04-04,61.26536782427684,98.10846560846561,50.0,195,22,8.863636363636363,45,97
2023-04-05,65.34971346895082,93.12981000481001,54.166666666666664,210,15,14.0,45,97
2023-04-06,65.68684370434923,95.62815656565658,58.333333333333336,192,17,11.294117647058824,45,97
2023-04-07,63.828894826829035,96.16758241758242,70.83333333333334,188,19,9.894736842105264,45,97
2023-04-08,57.38074359412284,93.37653087653088,75.0,192,16,12.0,45,97
2023-04-09,66.79068519758103,96.31734006734008,62.5,209,23,9.08695652173913,45,97
2023-04-10,66.8407824311832,96.84343434343434,79.16666666666666,182,16,11.375,45,97
2023-04-11,65.37354533806143,94.92063492063494,62.5,196,19,10.31578947368421,45,97
2023-04-12,62.434415108179934,95.38855820105819,62.5,165,20,8.25,45,97
2023-04-13,60.44259857156288,97.42063492063492,62.5,203,20,10.15,45,97
2023-04-14,59.50144470913275,96.97916666666666,66.66666666666666,196,19,10.31578947368421,45,97
2023-04-15,64.30994323266123,92.16435185185186,91.66666666666666,164,17,9.647058823529411,45,97
2023-04-16,59.04461071419974,95.68602693602693,54.166666666666664,194,17,11.411764705882353,45,97
2023-04-17,60.33068928373138,90.243413993414,79.16666666666666,213,22,9.681818181818182,45,97
2023-04-18,65.08999697342674,95.83333333333334,41.66666666666667,162,21,7.714285714285714,45,97
2023-04-19,64.70368122167436,95.85508241758241,75.0,208,19,10.947368421052632,45,97
2023-04-20,66.24829396243094,96.55227873977874,66.66666666666666,188,17,11.058823529411764,45,97
2023-04-21,63.65057128950361,97.14792152292152,54.166666666666664,185,17,10.882352941176471,45,97
2023-04-22,62.16431004695533,93.5134078884079,62.5,211,17,12.411764705882353,45,97
2023-04-23,56.78301586408555,98.78472222222221,45.83333333333333,208,17,12.235294117647058,45,97
2023-04-24,64.94791952533545,98.36309523809524,54.166666666666664,185,18,10.277777777777779,45,97
2023-04-25,61.30683689350002,92.24852693602693,75.0,168,17,9.882352941176471,45,97
2023-04-26,61.68900579289576,95.13528138528139,54.166666666666664,211,23,9.173913043478262,45,97
2023-04-27,63.022520219698634,97.1565934065934,62.5,193,19,10.157894736842104,45,97
2023-04-28,64.9232860950104,96.885175010175,70.83333333333334,202,20,10.1,45,97
2023-04-29,67.77719625716615,98.56301106301105,62.5,199,19,10.473684210526315,45,97
2023-04-30,62.6499368094031,94.27083333333334,70.83333333333334,184,20,9.2,45,97
2023-05-01,65.55435172190305,93.15476190476191,45.83333333333333,188,20,9.4,45,97
2023-05-02,63.85416848546245,94.45105820105822,70.83333333333334,185,19,9.736842105263158,45,97
2023-05-03,63.93803478011113,96.86658249158249,54.166666666666664,210,18,11.666666666666666,45,97
2023-05-04,62.5638232090782,96.31764069264071,62.5,199,22,9.045454545454545,45,97
2023-05-05,61.64257885177142,95.4976851851852,66.66666666666666,190,17,11.176470588235293,45,97
2023-05-06,62.01214640313159,93.02910052910053,75.0,176,18,9.777777777777779,45,97
2023-05-07,56.372021312638644,98.78472222222221,62.5,196,18,10.88888888888889,45,97
2023-05-08,62.59642249173853,90.42328042328043,62.5,191,22,8.681818181818182,45,97
2023-05-09,66.94345794103131,94.36823593073592,62.5,197,18,10.944444444444445,45,97
2023-05-10,65.49804311898055,97.24702380952381,50.0,194,16,12.125,45,97
2023-05-11,66.17763970525336,94.8365638990639,70.83333333333334,216,19,11.368421052631579,45,97
2023-05-12,66.50142209004744,97.51322751322752,62.5,185,20,9.25,45,97
2023-05-13,65.40577941524975,96.60037878787878,62.5,184,19,9.68421052631579,45,97
2023-05-14,62.274676234594466,94.39814814814817,58.333333333333336,164,20,8.2,45,97
2023-05-15,59.88290678941303,96.33763227513228,75.0,194,20,9.7,45,97
2023-05-16,66.52100741887385,94.94348244348245,70.83333333333334,185,23,8.043478260869565,45,97
2023-05-17,67.14458257898453,95.34582315832316,62.5,197,22,8.954545454545455,45,97
2023-05-18,64.73033291942362,93.81553631553632,54.166666666666664,209,21,9.952380952380953,45,97
2023-05-19,68.07940003147488,93.17760942760943,58.333333333333336,179,20,8.95,45,97
2023-05-20,62.29770882628105,99.12037037037037,79.16666666666666,216,17,12.705882352941176,45,97
2023-05-21,65.91835282076136,96.0300925925926,62.5,182,22,8.272727272727273,45,97
2023-05-22,63.203579437593525,95.34541847041847,58.333333333333336,210,21,10.0,45,97
2023-05-23,58.31105366553743,93.33784271284271,54.166666666666664,193,19,10.157894736842104,45,97
2023-05-24,63.47778751612794,99.01620370370371,41.66666666666667,189,19,9.947368421052632,45,97
2023-05-25,61.98924578730137,93.65079365079366,75.0,187,18,10.38888888888889,45,97
2023-05-26,70.10808426300503,95.52662037037038,50.0,203,22,9.227272727272727,45,97
2023-05-27,63.556870689810516,94.40972222222221,75.0,202,19,10.631578947368421,45,97
2023-05-28,60.40286951135737,96.48629148629149,58.333333333333336,182,20,9.1,45,97
2023-05-29,58.49909949359713,95.59689153439153,70.83333333333334,192,18,10.666666666666666,45,97
2023-05-30,58.332230166826996,96.89980158730158,62.5,176,17,10.352941176470589,45,97
2023-05-31,63.58072154866147,93.7302627927628,62.5,179,18,9.944444444444445,45,97
2023-06-01,58.76404013250795,96.0287975912976,58.333333333333336,187,19,9.842105263157896,45,97
2023-06-02,60.888011118368475,96.01010101010102,70.83333333333334,197,22,8.954545454545455,45,97
2023-06-03,57.76831339221197,93.7748015873016,54.166666666666664,187,20,9.35,45,97
2023-06-04,58.58108751489255,92.24176286676285,58.333333333333336,192,19,10.105263157894736,45,97
2023-06-05,65.29609684263302,96.05995855995856,75.0,194,20,9.7,45,97
2023-06-06,70.90970103982262,97.49503968253968,70.83333333333334,207,18,11.5,45,97
2023-06-07,63.93328533118856,95.9179131054131,50.0,190,19,10.0,45,97
2023-06-08,62.61265044465548,95.81995550745552,66.66666666666666,185,20,9.25,45,97
2023-06-09,62.69526991836423,95.71428571428572,70.83333333333334,205,18,11.38888888888889,45,97
2023-06-10,62.35179970581492,94.96001683501683,62.5,190,19,10.0,45,97
2023-06-11,64.87564893709059,94.0162037037037,83.33333333333334,191,19,10.052631578947368,45,97
2023-06-12,62.949267662645376,96.9612332112332,58.333333333333336,197,20,9.85,45,97
2023-06-13,60.6772199752915,96.75925925925927,62.5,207,19,10.894736842105264,45,97
2023-06-14,64.24396538117736,96.30952380952381,58.333333333333336,193,20,9.65,45,97
2023-06-15,64.29270733835205,92.03703703703702,75.0,188,16,11.75,45,97
2023-06-16,63.07657973686133,93.90719642557879,66.66666666666666,199,19,10.473684210526315,45,97
2023-06-17,68.23003631193113,96.86011904761905,70.83333333333334,187,20,9.35,45,97
2023-06-18,61.55143673008573,95.33564814814815,62.5,187,21,8.904761904761905,45,97
2023-06-19,59.08329164503021,94.87584175084174,58.333333333333336,195,23,8.478260869565217,45,97
2023-06-20,57.47875787098457,95.6712962962963,54.166666666666664,182,19,9.578947368421053,45,97
2023-06-21,63.9016094244067,95.37863756613758,45.83333333333333,195,16,12.1875,45,97
2023-06-22,59.20272688381087,96.40567765567765,66.66666666666666,208,18,11.555555555555555,45,97
2023-06-23,61.08216945213071,95.85152116402116,70.83333333333334,174,19,9.157894736842104,45,97
2023-06-24,63.68055534103444,95.2084373959374,66.66666666666666,200,18,11.11111111111111,45,97
2023-06-25,62.46447076909512,93.67559523809524,41.66666666666667,188,19,9.894736842105264,45,97
2023-06-26,62.39603254501208,93.34626022126021,70.83333333333334,188,20,9.4,45,97
2023-06-27,65.55376984420211,94.34559653309653,62.5,228,19,12.0,45,97
2023-06-28,63.23988632144424,95.6547619047619,58.333333333333336,212,19,11.157894736842104,45,97
2023-06-29,59.611678848627186,89.17147667147668,70.83333333333334,189,20,9.45,45,97
2023-06-30,62.394863784883256,95.54067460317461,66.66666666666666,169,19,8.894736842105264,45,97
2023-07-01,59.8172955528621,94.48232323232325,50.0,169,20,8.45,45,97
2023-07-02,59.814066415530355,95.77132936507937,58.333333333333336,176,20,8.8,45,97
2023-07-03,63.54514756398287,95.5074555074555,75.0,216,20,10.8,45,97
2023-07-04,67.24951191848108,91.61300505050504,58.333333333333336,193,18,10.722222222222221,45,97
2023-07-05,60.220860766706046,96.85170153920154,70.83333333333334,210,17,12.352941176470589,45,97
2023-07-06,59.75875234813924,97.41402116402116,62.5,189,20,9.45,45,97
2023-07-07,58.3315399871409,95.85978835978835,66.66666666666666,200,19,10.526315789473685,45,97
2023-07-08,58.46681739928831,96.41023328523329,66.66666666666666,195,21,9.285714285714286,45,97
2023-07-09,66.37342601821565,97.77777777777779,54.166666666666664,203,20,10.15,45,97
2023-07-10,66.92184516040354,98.38319088319088,50.0,184,20,9.2,45,97
2023-07-11,59.70954991103762,90.59689153439155,83.33333333333334,198,19,10.421052631578947,45,97
2023-07-12,61.81955365962134,95.22321428571429,75.0,175,20,8.75,45,97
2023-07-13,60.514992074007814,92.99272486772487,62.5,187,19,9.842105263157896,45,97
2023-07-14,60.427634313385006,95.58847402597402,58.333333333333336,230,22,10.454545454545455,45,97
2023-07-15,62.747028716167314,92.94968919968919,50.0,190,19,10.0,45,97
2023-07-16,61.65895774398427,97.2800925925926,50.0,189,18,10.5,45,97
2023-07-17,61.476242767424026,96.18055555555557,70.83333333333334,179,21,8.523809523809524,45,97
2023-07-18,65.81530104617812,94.11541005291006,58.333333333333336,182,19,9.578947368421053,45,97
2023-07-19,56.5806858997211,94.95697539175801,62.5,189,20,9.45,45,97
2023-07-20,58.8237726284981,95.11351495726497,54.166666666666664,197,17,11.588235294117647,45,97
2023-07-21,57.01101099204093,95.54037397787397,70.83333333333334,200,21,9.523809523809524,45,97
2023-07-22,68.92182412844011,94.9750481000481,66.66666666666666,187,19,9.842105263157896,45,97
2023-07-23,63.93163186349736,97.09350834350835,62.5,194,21,9.238095238095237,45,97
2023-07-24,65.92689105062182,97.1875,66.66666666666666,193,18,10.722222222222221,45,97
2023-07-25,56.25829254830942,96.55753968253968,66.66666666666666,188,18,10.444444444444445,45,97
2023-07-26,58.42386641638535,95.37698412698413,58.333333333333336,201,17,11.823529411764707,45,97
2023-07-27,58.99654268135018,94.95851370851372,54.166666666666664,199,20,9.95,45,97
2023-07-28,64.65659012219395,94.88095238095238,75.0,67,7,9.571428571428571,45,97
